customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
737,Lyndsey,De la Harpe,61,ldelaharpekg@com.com,441-414-0379,0558 Lakeland Street,Kobyzhcha,,,Ukraine,Hryvnia,Yuan Renminbi,24,61.79,13.34,798.93,family,tablet,LG,Pixel 4,2/14/2020,6/10/2021,false,3,2,3,3.94,Peso,low-value,true,false
738,Emmalynn,Stichall,41,estichallkh@usgs.gov,454-847-0681,24105 Bunker Hill Trail,Cholet,Pays de la Loire,49309 CEDEX,France,Euro,Dong,7,63.17,517.19,212.55,prepaid,tablet,LG,Pixel 4,11/27/2011,2/3/2021,true,3,10,5,45.12,Balboa,low-value,true,false
739,Dolores,Kun,43,dkunki@narod.ru,742-704-3861,29 Anderson Center,Radiměř,,569 07,Czech Republic,Koruna,Franc,24,10.79,825.21,934.27,prepaid,smartphone,Motorola,iPhone X,2/2/2020,12/14/2020,false,5,0,3,79.96,Peso,high-value,false,false
740,Clemmie,Lundbech,25,clundbechkj@amazon.co.jp,351-315-7657,750 Scofield Court,Catarina,,,Nicaragua,Cordoba,Sol,17,21.72,74.94,119.4,prepaid,tablet,Google,Galaxy S10,9/8/2013,9/30/2020,false,2,8,3,55.41,Sol,low-value,false,false
741,Allyn,Filippo,57,afilippokk@quantcast.com,737-758-3482,67329 Truax Terrace,Blagoveshchensk,,453430,Russia,Ruble,Peso,20,45.48,239.14,994.52,family,smartphone,Google,iPhone X,7/20/2016,5/25/2020,true,3,8,3,33.61,Yuan Renminbi,medium-value,true,true
742,Etta,Finlow,79,efinlowkl@newsvine.com,911-235-8107,035 Twin Pines Alley,Zhougao,,,China,Yuan Renminbi,Yuan Renminbi,23,54.94,439.13,363.45,postpaid,smartphone,Samsung,V40 ThinQ,3/5/2015,10/24/2021,true,5,5,6,70.44,Yen,medium-value,true,true
743,Kent,Kindred,22,kkindredkm@chicagotribune.com,431-791-3302,61085 Northland Junction,Huangjindong,,,China,Yuan Renminbi,Euro,19,38.47,240.36,513.98,prepaid,tablet,Apple,iPhone X,7/12/2013,12/25/2021,true,2,6,5,34.52,Yuan Renminbi,low-value,true,true
744,Worden,Stillman,58,wstillmankn@istockphoto.com,606-355-3590,69831 Bonner Park,Rakitnoye,,182105,Russia,Ruble,Euro,16,18.05,276.25,692.13,prepaid,smartphone,LG,Pixel 4,12/13/2019,9/2/2020,false,4,4,8,66.8,Dollar,low-value,true,true
745,Brena,Davet,77,bdavetko@woothemes.com,786-738-6644,1 Schiller Circle,Mampong,,,Ghana,Cedi,Krona,9,57.73,349.68,241.48,prepaid,feature phone,Apple,iPhone X,8/2/2017,10/26/2021,false,2,7,8,92.26,Yuan Renminbi,high-value,true,true
746,Darcee,Barnson,27,dbarnsonkp@networkadvertising.org,202-553-0035,02884 Claremont Junction,Sumusţā as Sulţānī,,,Egypt,Pound,Peso,1,7.05,459.07,498.22,family,feature phone,Samsung,Galaxy S10,4/2/2013,6/26/2020,false,1,1,2,71.02,Shekel,high-value,false,true
747,Halsy,Tourner,53,htournerkq@unc.edu,129-830-1013,10398 Maywood Crossing,Svobody,,357560,Russia,Ruble,Hryvnia,10,57.1,661.3,374.41,prepaid,feature phone,Google,iPhone X,4/3/2010,10/7/2020,false,5,2,7,11.17,Yuan Renminbi,high-value,true,false
748,Walther,Stormonth,41,wstormonthkr@bbb.org,203-774-9795,316 Comanche Alley,Bečej,,,Serbia,Dinar,Rupiah,7,28.5,572.04,240.61,prepaid,tablet,Samsung,iPhone X,3/29/2013,2/9/2020,false,2,7,10,26.59,Peso,low-value,false,false
749,Vladamir,Lighten,30,vlightenks@spotify.com,375-855-8641,3 Hoard Point,Tyret’ Pervaya,,666330,Russia,Ruble,Rupiah,1,63.98,295.03,4.78,prepaid,feature phone,Samsung,Galaxy S10,2/12/2010,10/9/2021,true,5,1,7,84.25,Peso,medium-value,false,true
750,Karlens,Overpool,80,koverpoolkt@ed.gov,207-702-4697,1 Hagan Plaza,Taupo,,3352,New Zealand,Dollar,Zloty,5,70.5,504.46,235.33,prepaid,feature phone,Apple,Pixel 4,12/22/2014,6/28/2020,true,4,10,8,23.75,Rupiah,high-value,false,true
751,Morten,Bendig,40,mbendigku@slashdot.org,807-849-6827,130 Sachs Court,Puspajaya,,,Indonesia,Rupiah,Dinar,14,17.87,426.31,402.84,prepaid,smartphone,Samsung,iPhone X,11/22/2011,2/19/2021,false,4,3,1,33.06,Euro,medium-value,false,false
752,Giacinta,Barta,77,gbartakv@weebly.com,744-697-2144,89140 Butterfield Court,Kruševo,,34320,Croatia,Kuna,Rial,9,77.08,628.52,617.55,family,tablet,Apple,Galaxy S10,4/5/2017,6/24/2021,false,3,2,8,90.96,Shilling,low-value,true,true
753,Antonetta,Boncore,52,aboncorekw@behance.net,246-683-7036,10 Luster Parkway,Ndjolé,,,Gabon,Franc,Baht,24,62.08,610.93,579.67,family,smartphone,Samsung,Galaxy S10,11/14/2018,9/17/2020,false,2,7,4,2.36,Lempira,low-value,true,true
754,Leigh,McCaughran,81,lmccaughrankx@eepurl.com,220-232-3503,932 Green Terrace,Nangen,,,South Korea,Won,Peso,13,65.98,233.66,103.92,prepaid,smartphone,Motorola,Galaxy S10,5/31/2021,8/4/2021,true,5,9,3,17.89,Yuan Renminbi,low-value,true,true
755,Dina,Upshall,49,dupshallky@mysql.com,511-264-9172,97705 Grayhawk Road,Jianping,,,China,Yuan Renminbi,Yuan Renminbi,14,76.11,570.4,460.17,postpaid,smartphone,Samsung,Pixel 4,8/16/2015,8/13/2021,false,3,9,5,21.87,Euro,low-value,true,true
756,Chen,Vignal,31,cvignalkz@discovery.com,367-748-3222,273 Almo Court,Chengjiao,,,China,Yuan Renminbi,Peso,18,64.24,169.15,57.18,prepaid,tablet,Google,Galaxy S10,6/16/2012,8/18/2020,true,3,0,2,45.48,Sol,medium-value,true,false
757,Alma,Mompesson,35,amompessonl0@geocities.com,235-555-6420,67125 Pepper Wood Park,Al Ghāriyah,,,Syria,Pound,Peso,17,1.68,730.13,426.03,prepaid,tablet,LG,iPhone X,4/14/2011,5/20/2020,false,4,10,1,47.98,Krona,medium-value,false,false
758,Charlie,Pawelke,60,cpawelkel1@shinystat.com,814-589-1548,2514 Melvin Road,Melfort,Saskatchewan,B3H,Canada,Dollar,Real,1,6.52,613.53,114.32,postpaid,feature phone,LG,iPhone X,11/4/2017,8/11/2021,false,5,0,6,1.68,Rupiah,medium-value,false,true
759,Florella,Mansuer,22,fmansuerl2@nasa.gov,913-341-0842,8 Gale Point,Kerek,,,Indonesia,Rupiah,Yuan Renminbi,8,94.55,333.91,995.52,family,feature phone,Samsung,iPhone X,8/16/2021,10/6/2021,false,2,8,5,12.22,Peso,high-value,false,false
760,Alfie,Betjes,18,abetjesl3@netlog.com,434-990-7031,22 Sachtjen Hill,Stockholm,Stockholm,116 23,Sweden,Krona,Euro,1,29.36,542.79,194.39,family,feature phone,Google,V40 ThinQ,9/24/2021,12/25/2020,false,1,4,1,24.27,Shilling,high-value,false,false
761,Maynord,Doctor,82,mdoctorl4@microsoft.com,160-130-0358,55087 Thackeray Crossing,Ripky,,,Ukraine,Hryvnia,Ruble,9,27.22,330.99,533.09,family,smartphone,Apple,V40 ThinQ,5/26/2019,11/6/2021,false,5,7,5,10.65,Peso,medium-value,false,true
762,Roz,Larmor,23,rlarmorl5@edublogs.org,481-579-4516,2342 Dawn Court,Uthal,,90150,Pakistan,Rupee,Shilling,4,2.58,608.64,781.61,postpaid,feature phone,Samsung,Galaxy S10,2/21/2018,7/25/2020,false,4,6,6,33.85,Yuan Renminbi,low-value,false,false
763,Tiena,Scottini,20,tscottinil6@fda.gov,117-818-7652,04872 Morning Plaza,Guazapa,,,El Salvador,Dollar,Guarani,5,66.1,82.09,848.12,prepaid,feature phone,Google,V40 ThinQ,10/3/2015,10/16/2020,true,4,1,3,51.41,Dram,high-value,true,true
764,Gloriane,Thal,67,gthall7@tuttocitta.it,813-638-6110,75 Raven Center,Haguenau,Alsace,67504 CEDEX,France,Euro,Dirham,16,20.65,907.37,412.15,family,tablet,Samsung,Pixel 4,10/26/2010,3/21/2021,false,5,6,7,7.04,Euro,low-value,false,false
765,Noella,Gerardet,30,ngerardetl8@foxnews.com,149-107-3536,59 Jana Place,Velyki Sorochyntsi,,,Ukraine,Hryvnia,Zloty,21,41.41,706.19,609.98,postpaid,smartphone,Apple,iPhone X,1/16/2015,5/28/2021,true,2,5,2,0.03,Rupiah,high-value,true,true
766,Leeann,Mountain,18,lmountainl9@cbsnews.com,444-971-8504,532 Crownhardt Park,Santiago Atitlán,,07019,Guatemala,Quetzal,Euro,7,59.42,441.05,682.0,prepaid,feature phone,Apple,iPhone X,9/24/2015,5/28/2021,true,2,9,3,37.13,Hryvnia,medium-value,true,false
767,Kipp,Wiper,79,kwiperla@globo.com,683-831-6596,92 Florence Drive,Shetan,,,China,Yuan Renminbi,Rial,24,27.75,300.43,329.83,postpaid,smartphone,Apple,Galaxy S10,8/22/2011,2/25/2020,true,3,8,2,88.38,Krone,low-value,true,false
768,Zulema,Hatzar,82,zhatzarlb@apple.com,119-453-8113,8709 Colorado Pass,Novo-Peredelkino,,143015,Russia,Ruble,Krone,18,35.83,538.26,680.25,postpaid,tablet,Apple,Galaxy S10,6/1/2010,8/25/2020,true,3,8,10,39.11,Yen,low-value,false,false
769,Miller,Yepiskopov,38,myepiskopovlc@apache.org,261-947-9111,99 Prentice Trail,Chakaray,,,Afghanistan,Afghani,Euro,1,44.53,787.79,499.84,postpaid,tablet,Motorola,Pixel 4,8/3/2021,12/29/2020,true,2,0,3,50.98,Ariary,medium-value,true,false
770,Flin,Kryska,79,fkryskald@discovery.com,770-730-9011,4 Dixon Lane,Sisŏphŏn,,,Cambodia,Riels,Ruble,19,52.35,904.23,997.03,family,feature phone,Apple,iPhone X,3/9/2010,7/13/2021,true,2,10,3,94.82,Ruble,low-value,true,true
771,Lana,McConachie,19,lmcconachiele@linkedin.com,550-797-9346,36 Longview Pass,Fushan,,,China,Yuan Renminbi,Baht,20,67.32,560.99,919.37,family,feature phone,Apple,Galaxy S10,11/27/2020,1/4/2021,true,3,8,1,39.2,Ruble,high-value,false,false
772,Sander,Boundy,85,sboundylf@google.pl,836-767-0361,863 Boyd Trail,Chervyen’,,,Belarus,Ruble,Rupiah,2,41.66,800.31,102.36,prepaid,smartphone,Motorola,Pixel 4,8/25/2013,10/21/2020,false,2,0,4,17.88,Rupiah,high-value,true,true
773,Niccolo,Behning,19,nbehninglg@wisc.edu,317-583-0074,6937 Utah Lane,Tantou,,,China,Yuan Renminbi,Yuan Renminbi,8,44.48,230.66,487.69,prepaid,tablet,Samsung,V40 ThinQ,9/3/2021,11/5/2021,true,1,8,9,38.7,Euro,medium-value,true,true
774,Ingaberg,Slee,26,isleelh@cnet.com,288-864-5757,32 Duke Center,Wonokerto,,,Indonesia,Rupiah,Euro,3,78.97,144.96,653.45,prepaid,feature phone,Apple,iPhone X,7/11/2014,2/13/2021,true,3,7,10,56.44,Euro,low-value,false,false
775,Brittne,Fricke,43,bfrickeli@hostgator.com,766-562-7649,7 Nova Court,Linares,,,Chile,Peso,Yen,4,84.01,753.79,450.99,family,feature phone,Samsung,Pixel 4,5/10/2012,10/22/2021,true,4,5,2,33.46,Euro,low-value,false,true
776,Meagan,Hadcroft,26,mhadcroftlj@dell.com,467-969-0846,96 Reinke Point,Solna,Stockholm,169 70,Sweden,Krona,Dollar,17,15.5,698.02,398.79,prepaid,smartphone,Apple,Galaxy S10,7/21/2016,3/6/2021,true,5,9,2,61.23,Rupiah,high-value,true,false
777,Rycca,Cheesworth,68,rcheesworthlk@sourceforge.net,152-649-3323,1 Jay Lane,Emiliano Zapata,Oaxaca,71836,Mexico,Peso,Yuan Renminbi,5,25.01,232.6,950.0,postpaid,smartphone,LG,V40 ThinQ,1/19/2014,7/14/2021,false,2,0,6,63.2,Dong,high-value,false,false
778,Alaric,Carnie,40,acarniell@discovery.com,538-859-4122,83 Fremont Point,Roza,,456659,Russia,Ruble,Dinar,23,21.78,409.99,748.46,prepaid,smartphone,Motorola,V40 ThinQ,11/17/2016,12/3/2021,false,5,1,5,94.31,Kuna,low-value,false,true
779,Marcelo,Shee,47,msheelm@patch.com,543-348-5429,6 Melrose Alley,Düsseldorf,Nordrhein-Westfalen,40215,Germany,Euro,Yuan Renminbi,5,5.81,173.41,177.83,family,smartphone,Apple,iPhone X,7/9/2012,5/20/2020,true,5,7,10,38.89,Euro,high-value,false,false
780,Tilly,Chew,69,tchewln@fema.gov,841-935-6049,644 Cascade Circle,Weiwangzhuang,,,China,Yuan Renminbi,Yuan Renminbi,16,1.61,185.26,562.67,prepaid,feature phone,Apple,Pixel 4,3/15/2013,3/8/2021,true,2,4,3,66.04,Yuan Renminbi,medium-value,true,false
781,Martyn,Leile,27,mleilelo@vk.com,722-200-7067,18959 Burning Wood Junction,Port-au-Prince,,,Haiti,Gourde,Euro,11,2.21,326.45,990.41,family,tablet,Samsung,iPhone X,5/13/2015,11/10/2021,true,2,7,4,16.12,Euro,medium-value,true,true
782,Ursa,Housiaux,77,uhousiauxlp@posterous.com,912-305-7350,07045 Oakridge Crossing,Saint-Denis,Île-de-France,93285 CEDEX,France,Euro,Dirham,17,12.83,191.96,803.73,postpaid,feature phone,Apple,iPhone X,8/2/2018,3/18/2020,false,4,3,6,45.27,Euro,medium-value,true,false
783,Ezekiel,Dines,66,edineslq@tumblr.com,122-804-6299,5 Rutledge Court,Dolní Čermná,,561 53,Czech Republic,Koruna,Dollar,13,0.19,303.71,140.2,postpaid,feature phone,Apple,Pixel 4,8/23/2019,6/17/2020,true,3,4,1,44.93,Shekel,high-value,true,false
784,Rhetta,Coners,76,rconerslr@squidoo.com,716-197-0188,50 Hintze Junction,Inđija,,,Serbia,Dinar,Yuan Renminbi,5,62.53,338.74,257.02,family,smartphone,Google,Pixel 4,5/17/2010,12/25/2021,false,1,6,7,50.15,Krone,high-value,true,false
785,Griffin,Restall,59,grestallls@163.com,645-463-9994,8719 Monument Road,Chengdu,,,China,Yuan Renminbi,Leone,1,78.53,602.08,655.61,family,feature phone,LG,V40 ThinQ,6/17/2014,10/12/2021,true,4,1,1,45.0,Rupiah,medium-value,false,true
786,Larine,Novotni,42,lnovotnilt@google.com.au,551-492-8752,0955 Westend Plaza,Drawno,,73-220,Poland,Zloty,Yen,16,36.81,354.83,111.89,family,feature phone,LG,Galaxy S10,4/12/2021,9/18/2020,false,3,9,5,79.96,Zloty,low-value,true,true
787,Camilla,Simpkins,21,csimpkinslu@sohu.com,901-249-2506,11 Burning Wood Hill,Catarman,,9104,Philippines,Peso,Dollar,14,73.72,274.57,631.13,postpaid,feature phone,Apple,iPhone X,12/10/2015,3/26/2020,false,2,7,9,97.73,Peso,high-value,true,false
788,Kippy,Bowland,75,kbowlandlv@dmoz.org,496-673-6076,093 Starling Pass,Azacualpa,,,Honduras,Lempira,Euro,13,12.67,467.43,656.6,postpaid,smartphone,Samsung,V40 ThinQ,1/23/2015,9/13/2020,false,4,6,1,44.57,Tenge,medium-value,false,false
789,Noella,Honywill,57,nhonywilllw@studiopress.com,150-486-5812,36 Moland Junction,Setro,,,Indonesia,Rupiah,Shilling,12,2.45,401.89,791.04,postpaid,feature phone,LG,Galaxy S10,12/8/2019,9/4/2020,false,4,6,2,60.96,Euro,medium-value,false,true
790,Philipa,Giacoppoli,23,pgiacoppolilx@gravatar.com,798-644-4042,99 8th Point,Caopie,,,China,Yuan Renminbi,Rupiah,14,73.87,526.0,801.89,family,feature phone,Motorola,Pixel 4,11/19/2021,4/15/2021,false,5,2,4,26.42,Yuan Renminbi,low-value,true,true
791,Erin,Farthing,76,efarthingly@photobucket.com,292-811-3581,4051 Birchwood Pass,Villa Consuelo,,10309,Dominican Republic,Peso,Euro,1,87.38,548.02,76.49,postpaid,tablet,LG,Pixel 4,12/3/2011,2/11/2020,false,1,6,2,45.96,Euro,low-value,true,false
792,Sonnie,Alcock,28,salcocklz@tamu.edu,715-538-4770,4 Pond Terrace,George Town,,,Bahamas,Dollar,Euro,21,91.5,607.79,985.82,postpaid,feature phone,Apple,iPhone X,11/5/2020,10/9/2021,false,5,10,3,84.33,Dinar,medium-value,false,false
793,Hersh,Verbeke,77,hverbekem0@fastcompany.com,712-356-0288,219 Sherman Trail,Bilyarsk,,422920,Russia,Ruble,Rupiah,2,1.89,411.97,539.04,family,smartphone,Apple,iPhone X,8/1/2019,11/14/2020,true,5,8,3,56.13,Peso,medium-value,false,true
794,Caroljean,Tolan,68,ctolanm1@pen.io,129-374-7136,07 Anzinger Junction,Somié,,,Cameroon,Franc,Peso,16,15.89,984.29,923.51,postpaid,smartphone,Samsung,V40 ThinQ,1/26/2021,11/5/2021,true,1,1,8,31.21,Peso,low-value,true,false
795,Leonidas,Cohane,57,lcohanem2@sfgate.com,303-463-8840,24 Merry Center,Denver,Colorado,80249,United States,Dollar,Yuan Renminbi,24,17.59,723.13,252.69,postpaid,feature phone,Samsung,iPhone X,3/19/2012,8/14/2020,false,5,2,10,66.18,Peso,medium-value,false,false
796,Monah,Muslim,29,mmuslimm3@blog.com,369-870-0217,8309 Stang Pass,Pułtusk,,06-102,Poland,Zloty,Yen,23,91.96,991.03,903.64,postpaid,tablet,Apple,Pixel 4,10/21/2016,8/12/2021,false,5,6,9,87.49,Shilling,medium-value,false,false
797,Rawley,Ruilton,70,rruiltonm4@artisteer.com,492-919-6062,0570 Blaine Point,Cortezia,Lisboa,2705-577,Portugal,Euro,Lempira,13,69.14,13.18,759.35,prepaid,smartphone,Apple,Galaxy S10,9/16/2019,4/14/2021,false,5,3,8,23.62,Yen,low-value,true,true
798,Fanchon,Wombwell,53,fwombwellm5@mapquest.com,928-319-7145,1 Dakota Point,Oranjestad,,,"Bonaire, Saint Eustatius and Saba ",Dollar,Euro,15,48.77,350.99,217.29,prepaid,feature phone,Apple,V40 ThinQ,8/28/2013,10/28/2020,false,4,7,8,30.88,Ruble,high-value,false,false
799,Christos,Peirce,68,cpeircem6@earthlink.net,762-953-8139,98 Grover Point,Banjar Dukuh,,,Indonesia,Rupiah,Ringgit,21,89.7,333.93,670.54,postpaid,feature phone,Samsung,Pixel 4,6/23/2013,1/19/2021,false,1,10,8,65.95,Zloty,medium-value,true,false
800,Jenda,Freiburger,80,jfreiburgerm7@guardian.co.uk,548-212-4872,301 Stone Corner Point,Blois,Centre,41015 CEDEX,France,Euro,Dollar,17,0.9,695.65,451.18,family,smartphone,Apple,V40 ThinQ,2/19/2017,8/13/2021,false,1,1,8,79.54,Rupiah,high-value,false,true
801,Frieda,Vaudrey,71,fvaudreym8@woothemes.com,866-947-8564,4 Morrow Lane,Bintang,,,Indonesia,Rupiah,Rupiah,21,97.03,471.6,537.91,prepaid,tablet,LG,Galaxy S10,12/16/2018,7/7/2020,false,3,2,10,66.3,Euro,high-value,true,true
802,Dagny,Bigley,28,dbigleym9@eventbrite.com,496-738-3119,129 Wayridge Alley,San Isidro,Durango,35156,Mexico,Peso,Euro,17,45.82,391.12,757.59,prepaid,smartphone,Samsung,iPhone X,2/18/2010,10/13/2021,false,2,4,6,11.5,Euro,high-value,true,true
803,Goldarina,Jarnell,76,gjarnellma@php.net,407-845-1328,45 Bobwhite Avenue,Winter Haven,Florida,33884,United States,Dollar,Rupiah,10,60.57,371.23,712.89,prepaid,smartphone,LG,iPhone X,7/3/2015,8/25/2020,true,1,7,8,65.03,Yuan Renminbi,high-value,false,false
804,Elizabet,Wadeling,71,ewadelingmb@mail.ru,239-523-0886,03586 Pleasure Park,Tyumen,,625999,Russia,Ruble,Yuan Renminbi,22,28.13,251.16,24.44,postpaid,tablet,LG,V40 ThinQ,1/8/2016,7/9/2021,false,4,8,3,93.7,Peso,medium-value,true,true
805,Halette,Lavers,26,hlaversmc@marketwatch.com,699-181-7293,8599 Forest Place,Jabungsisir,,,Indonesia,Rupiah,Peso,21,19.31,185.77,232.0,prepaid,smartphone,Samsung,V40 ThinQ,10/17/2017,12/24/2020,false,5,6,4,42.86,Peso,low-value,false,false
806,Tammie,Palfreyman,31,tpalfreymanmd@psu.edu,100-939-6300,3388 International Trail,Curug,,,Indonesia,Rupiah,Baht,5,72.34,583.13,5.32,postpaid,smartphone,Samsung,V40 ThinQ,2/7/2013,6/25/2020,true,5,10,9,3.69,Yuan Renminbi,low-value,false,false
807,Ilario,Franzoli,40,ifranzolime@cloudflare.com,978-538-4434,89 Boyd Pass,Ikeda,,949-1616,Japan,Yen,Shilling,10,40.14,582.72,298.74,postpaid,tablet,Samsung,V40 ThinQ,11/6/2013,9/5/2020,true,1,2,7,69.67,Rupiah,low-value,true,true
808,Alexis,Dallow,29,adallowmf@yellowbook.com,950-778-1625,45507 Ruskin Lane,Heyou,,,China,Yuan Renminbi,Yuan Renminbi,18,96.44,435.4,753.94,prepaid,feature phone,Motorola,V40 ThinQ,11/6/2015,1/5/2021,true,5,1,8,36.71,Peso,high-value,false,true
809,Tomi,Freeborne,28,tfreebornemg@chronoengine.com,464-324-9788,86213 Lighthouse Bay Circle,Phú Lộc,,,Vietnam,Dong,Quetzal,2,64.54,186.58,578.47,family,feature phone,Apple,iPhone X,4/13/2013,1/6/2021,true,2,1,5,84.61,Ruble,high-value,true,false
810,Corene,Eddies,45,ceddiesmh@spotify.com,900-175-6283,49041 Raven Road,Lyntupy,,,Belarus,Ruble,Dong,9,53.68,301.96,484.06,prepaid,tablet,Samsung,V40 ThinQ,9/26/2014,2/13/2020,true,2,6,10,5.38,Baht,medium-value,false,false
811,Richy,Carwardine,22,rcarwardinemi@bigcartel.com,621-603-9732,93941 Lien Court,Mopti,,,Mali,Franc,Yuan Renminbi,20,70.66,152.91,743.68,family,feature phone,Apple,Galaxy S10,5/17/2017,3/9/2021,true,3,7,3,92.78,Manat,low-value,false,true
812,Rollins,Ferandez,51,rferandezmj@clickbank.net,127-228-7335,0054 Dorton Place,Tsovazard,,,Armenia,Dram,Hryvnia,13,72.77,782.27,507.03,family,tablet,Apple,Galaxy S10,4/1/2011,1/29/2021,false,4,6,2,77.33,Krona,high-value,false,false
813,Holden,Huggard,62,hhuggardmk@angelfire.com,314-325-8205,299 Sunnyside Street,Brejo da Madre de Deus,,55170-000,Brazil,Real,Yuan Renminbi,19,8.96,512.19,624.86,postpaid,tablet,Apple,Galaxy S10,8/16/2014,7/25/2020,false,3,7,6,52.88,Yuan Renminbi,medium-value,true,false
814,Myrta,Rawe,80,mraweml@so-net.ne.jp,511-958-6314,72 Rieder Junction,Shangjiangxu,,,China,Yuan Renminbi,Peso,10,55.45,997.15,593.43,prepaid,tablet,Samsung,iPhone X,5/17/2019,6/5/2021,true,1,1,3,90.27,Rupiah,low-value,false,true
815,Sabrina,Ganning,39,sganningmm@wikia.com,946-659-5952,55 Shopko Center,Buíque,,56520-000,Brazil,Real,Yuan Renminbi,13,46.71,396.68,700.88,prepaid,tablet,Samsung,Pixel 4,5/19/2014,2/4/2020,false,2,9,8,46.87,Rupiah,high-value,false,true
816,Boot,Frentz,82,bfrentzmn@seattletimes.com,365-105-3339,41 Northridge Trail,Messina,,0900,South Africa,Rand,Euro,4,15.92,49.85,82.27,prepaid,tablet,Apple,V40 ThinQ,9/16/2017,2/22/2020,false,4,4,10,50.55,Rupiah,low-value,true,false
817,Ruby,Lumbley,43,rlumbleymo@nih.gov,463-976-3003,1272 Prentice Alley,Darungan,,,Indonesia,Rupiah,Yuan Renminbi,12,56.34,938.48,607.38,prepaid,smartphone,Motorola,iPhone X,1/25/2019,11/12/2021,false,4,7,6,51.4,Yuan Renminbi,high-value,true,true
818,Niall,Cockings,30,ncockingsmp@smh.com.au,816-247-8311,20 Golf Course Avenue,Yuwan,,,China,Yuan Renminbi,Sol,7,92.33,940.09,580.31,family,tablet,LG,V40 ThinQ,1/14/2017,4/12/2021,true,4,3,10,87.57,Ruble,low-value,false,false
819,Cody,Janton,46,cjantonmq@wikia.com,903-815-0336,232 Annamark Court,Jianba,,,China,Yuan Renminbi,Yuan Renminbi,6,45.49,348.21,137.27,family,feature phone,Apple,iPhone X,4/5/2021,6/18/2021,true,3,6,4,13.07,Lev,medium-value,true,false
820,Donnell,Scorey,43,dscoreymr@icio.us,469-239-1224,6865 Pierstorff Court,Vila Moreira,Santarém,2380-638,Portugal,Euro,Baht,11,3.62,458.47,691.09,family,feature phone,Motorola,iPhone X,11/6/2010,1/6/2021,false,4,6,8,71.6,Yuan Renminbi,medium-value,false,true
821,Gram,Islep,55,gislepms@archive.org,777-930-5214,73 Namekagon Hill,Barnaul,,656008,Russia,Ruble,Peso,19,95.78,259.86,915.3,postpaid,feature phone,Samsung,iPhone X,5/27/2011,7/5/2020,false,4,9,9,79.03,Sol,medium-value,true,false
822,Viv,Curnock,76,vcurnockmt@census.gov,703-816-4047,286 Bunker Hill Place,Funza,,250027,Colombia,Peso,Metical,6,15.11,107.75,869.62,postpaid,smartphone,Samsung,iPhone X,12/29/2019,5/20/2021,false,5,10,2,97.0,Yuan Renminbi,low-value,false,true
823,Jimmy,Ponton,19,jpontonmu@wikipedia.org,196-978-2220,913 Talisman Trail,Wangcun,,,China,Yuan Renminbi,Koruna,15,92.84,865.62,209.3,prepaid,feature phone,Apple,V40 ThinQ,7/8/2012,3/8/2021,false,2,4,6,70.35,Ringgit,high-value,true,true
824,Simonne,Pattrick,25,spattrickmv@eepurl.com,990-417-9032,8787 Veith Avenue,Novoukrainskiy,,353389,Russia,Ruble,Som,12,11.87,25.36,521.26,prepaid,smartphone,LG,Galaxy S10,5/17/2012,12/16/2021,true,3,3,2,32.61,Euro,medium-value,false,false
825,Corry,MacGarrity,53,cmacgarritymw@creativecommons.org,856-836-3053,98351 Dottie Crossing,Kahrīz,,,Iran,Rial,Yuan Renminbi,15,47.28,930.3,977.18,prepaid,tablet,Samsung,V40 ThinQ,11/7/2010,6/17/2020,true,2,10,5,15.5,Hryvnia,high-value,false,false
826,Barrie,Jurgen,79,bjurgenmx@vistaprint.com,343-582-6733,64313 Harbort Circle,Datun,,,China,Yuan Renminbi,Baht,5,93.5,689.8,109.22,postpaid,smartphone,Google,iPhone X,9/20/2014,3/28/2021,false,1,9,3,50.31,Peso,high-value,false,true
827,Emelita,Martyntsev,60,emartyntsevmy@edublogs.org,614-137-6667,9274 Roth Avenue,Quebradas,,,Honduras,Lempira,Peso,12,39.01,382.16,511.34,family,smartphone,Motorola,Galaxy S10,6/14/2017,2/13/2021,false,2,4,1,32.03,Euro,low-value,false,true
828,Claudian,Gottschalk,85,cgottschalkmz@merriam-webster.com,809-896-6033,9172 Melby Avenue,Tumcon Ilawod,,1045,Philippines,Peso,Yuan Renminbi,12,68.14,558.8,391.68,postpaid,tablet,Apple,Pixel 4,5/16/2010,3/10/2021,true,2,6,7,82.48,Yuan Renminbi,medium-value,true,true
829,Roberta,Randerson,77,rrandersonn0@webs.com,434-204-1643,2 Melvin Pass,Wielka Wieś,,32-089,Poland,Zloty,Lev,21,33.45,657.5,447.64,prepaid,feature phone,Samsung,Galaxy S10,7/17/2020,1/22/2020,true,5,1,9,20.89,Peso,medium-value,false,true
830,Donny,Esmond,84,desmondn1@mlb.com,523-518-2711,54 Bellgrove Point,Argivai,Porto,4490-204,Portugal,Euro,Ringgit,24,57.14,227.57,289.94,family,feature phone,LG,Galaxy S10,2/4/2019,10/14/2021,true,5,2,10,58.91,Yuan Renminbi,low-value,true,false
